instance_type,time_stump,region,zone,price
m5.xlarge,2019-12-10 19:23,ap-northeast-1,ap-northeast-1c,0.070400
r5d.xlarge,2019-12-10 18:43,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-10 09:04,ap-northeast-1,ap-northeast-1c,0.144500
m3.large,2019-12-10 04:42,ap-northeast-1,ap-northeast-1c,0.031700
r3.xlarge,2019-12-10 04:42,ap-northeast-1,ap-northeast-1c,0.068200
m5.large,2019-12-10 04:28,ap-northeast-1,ap-northeast-1c,0.035300
m5.xlarge,2019-12-10 00:10,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-12-09 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.large,2019-12-09 21:44,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-12-09 21:43,ap-northeast-1,ap-northeast-1c,0.144100
m5.xlarge,2019-12-09 19:43,ap-northeast-1,ap-northeast-1c,0.070400
r5d.xlarge,2019-12-09 18:43,ap-northeast-1,ap-northeast-1c,0.073200
r3.xlarge,2019-12-09 11:21,ap-northeast-1,ap-northeast-1c,0.068200
m3.large,2019-12-09 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.large,2019-12-09 21:44,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-12-09 21:43,ap-northeast-1,ap-northeast-1c,0.144100
m5.2xlarge,2019-12-09 20:12,ap-northeast-1,ap-northeast-1c,0.144100
m5.xlarge,2019-12-09 19:43,ap-northeast-1,ap-northeast-1c,0.070400
r5d.xlarge,2019-12-09 18:43,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-09 16:54,ap-northeast-1,ap-northeast-1c,0.070400
m5.xlarge,2019-12-09 16:17,ap-northeast-1,ap-northeast-1c,0.070500
m5.2xlarge,2019-12-09 13:59,ap-northeast-1,ap-northeast-1c,0.144000
r3.xlarge,2019-12-09 11:21,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-12-09 07:59,ap-northeast-1,ap-northeast-1c,0.144100
m5.2xlarge,2019-12-09 01:26,ap-northeast-1,ap-northeast-1c,0.143900
m3.large,2019-12-08 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.large,2019-12-08 21:43,ap-northeast-1,ap-northeast-1c,0.035200
r5d.xlarge,2019-12-08 18:43,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-08 16:17,ap-northeast-1,ap-northeast-1c,0.070500
m5.2xlarge,2019-12-08 12:28,ap-northeast-1,ap-northeast-1c,0.144500
r3.xlarge,2019-12-08 11:20,ap-northeast-1,ap-northeast-1c,0.068200
m3.large,2019-12-08 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.large,2019-12-08 21:43,ap-northeast-1,ap-northeast-1c,0.035200
r5d.xlarge,2019-12-08 18:43,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-08 16:17,ap-northeast-1,ap-northeast-1c,0.070500
m5.large,2019-12-08 12:42,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-12-08 12:28,ap-northeast-1,ap-northeast-1c,0.144500
r3.xlarge,2019-12-08 11:20,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-12-08 05:47,ap-northeast-1,ap-northeast-1c,0.145000
m3.large,2019-12-07 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-07 22:32,ap-northeast-1,ap-northeast-1c,0.145200
r5d.xlarge,2019-12-07 18:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-07 16:16,ap-northeast-1,ap-northeast-1c,0.070500
m5.large,2019-12-07 12:41,ap-northeast-1,ap-northeast-1c,0.035200
r3.xlarge,2019-12-07 11:20,ap-northeast-1,ap-northeast-1c,0.068200
m3.large,2019-12-07 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-07 22:32,ap-northeast-1,ap-northeast-1c,0.145200
r5d.xlarge,2019-12-07 18:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-07 16:16,ap-northeast-1,ap-northeast-1c,0.070500
m5.2xlarge,2019-12-07 15:17,ap-northeast-1,ap-northeast-1c,0.145000
m5.large,2019-12-07 12:41,ap-northeast-1,ap-northeast-1c,0.035200
r3.xlarge,2019-12-07 11:20,ap-northeast-1,ap-northeast-1c,0.068200
m5.large,2019-12-07 10:43,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-12-07 09:18,ap-northeast-1,ap-northeast-1c,0.145600
m5.xlarge,2019-12-07 03:42,ap-northeast-1,ap-northeast-1c,0.070600
m5.2xlarge,2019-12-07 03:09,ap-northeast-1,ap-northeast-1c,0.145700
r5d.xlarge,2019-12-06 23:42,ap-northeast-1,ap-northeast-1c,0.073200
m3.large,2019-12-06 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-06 20:03,ap-northeast-1,ap-northeast-1c,0.145500
r3.xlarge,2019-12-06 11:19,ap-northeast-1,ap-northeast-1c,0.068200
m5.xlarge,2019-12-06 10:59,ap-northeast-1,ap-northeast-1c,0.070600
m5.large,2019-12-06 10:43,ap-northeast-1,ap-northeast-1c,0.035200
r5d.xlarge,2019-12-06 23:42,ap-northeast-1,ap-northeast-1c,0.073200
m3.large,2019-12-06 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-06 20:03,ap-northeast-1,ap-northeast-1c,0.145500
r3.xlarge,2019-12-06 11:19,ap-northeast-1,ap-northeast-1c,0.068200
m5.xlarge,2019-12-06 10:59,ap-northeast-1,ap-northeast-1c,0.070600
m5.large,2019-12-06 10:43,ap-northeast-1,ap-northeast-1c,0.035200
m5.2xlarge,2019-12-06 09:27,ap-northeast-1,ap-northeast-1c,0.145400
m5.large,2019-12-06 04:40,ap-northeast-1,ap-northeast-1c,0.035100
m5.2xlarge,2019-12-06 01:57,ap-northeast-1,ap-northeast-1c,0.146200
r5d.xlarge,2019-12-05 23:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-05 22:44,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-12-05 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-05 20:30,ap-northeast-1,ap-northeast-1c,0.145700
r3.xlarge,2019-12-05 11:19,ap-northeast-1,ap-northeast-1c,0.068200
m5.large,2019-12-05 04:39,ap-northeast-1,ap-northeast-1c,0.035100
r5d.xlarge,2019-12-05 23:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-05 22:44,ap-northeast-1,ap-northeast-1c,0.070500
m3.large,2019-12-05 22:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-05 20:30,ap-northeast-1,ap-northeast-1c,0.145700
m5.xlarge,2019-12-05 18:43,ap-northeast-1,ap-northeast-1c,0.070600
m5.2xlarge,2019-12-05 17:42,ap-northeast-1,ap-northeast-1c,0.145900
m5.2xlarge,2019-12-05 15:46,ap-northeast-1,ap-northeast-1c,0.145900
r3.xlarge,2019-12-05 11:19,ap-northeast-1,ap-northeast-1c,0.068200
m5.2xlarge,2019-12-05 10:11,ap-northeast-1,ap-northeast-1c,0.146300
r3.xlarge,2019-12-05 06:34,ap-northeast-1,ap-northeast-1c,0.068300
m5.large,2019-12-05 04:39,ap-northeast-1,ap-northeast-1c,0.035100
m3.large,2019-12-05 02:43,ap-northeast-1,ap-northeast-1c,0.031700
r5d.xlarge,2019-12-04 23:41,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-04 22:37,ap-northeast-1,ap-northeast-1c,0.146000
m5.xlarge,2019-12-04 19:08,ap-northeast-1,ap-northeast-1c,0.070600
r3.xlarge,2019-12-04 18:51,ap-northeast-1,ap-northeast-1c,0.068400
m5.large,2019-12-04 04:39,ap-northeast-1,ap-northeast-1c,0.035100
m3.large,2019-12-04 02:43,ap-northeast-1,ap-northeast-1c,0.031700
r5d.xlarge,2019-12-04 23:41,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-04 22:37,ap-northeast-1,ap-northeast-1c,0.146000
m5.xlarge,2019-12-04 19:08,ap-northeast-1,ap-northeast-1c,0.070600
r3.xlarge,2019-12-04 18:51,ap-northeast-1,ap-northeast-1c,0.068400
m5.2xlarge,2019-12-04 18:01,ap-northeast-1,ap-northeast-1c,0.146400
r5d.xlarge,2019-12-04 13:42,ap-northeast-1,ap-northeast-1c,0.073200
r3.xlarge,2019-12-04 12:35,ap-northeast-1,ap-northeast-1c,0.068500
m5.2xlarge,2019-12-04 11:53,ap-northeast-1,ap-northeast-1c,0.146500
m5.2xlarge,2019-12-04 09:42,ap-northeast-1,ap-northeast-1c,0.146600
m5.xlarge,2019-12-04 09:41,ap-northeast-1,ap-northeast-1c,0.070700
m5.2xlarge,2019-12-04 06:53,ap-northeast-1,ap-northeast-1c,0.146600
r3.xlarge,2019-12-04 06:44,ap-northeast-1,ap-northeast-1c,0.068600
m5.xlarge,2019-12-04 05:29,ap-northeast-1,ap-northeast-1c,0.070700
m5.large,2019-12-04 04:39,ap-northeast-1,ap-northeast-1c,0.035100
m3.large,2019-12-04 02:43,ap-northeast-1,ap-northeast-1c,0.031700
r3.xlarge,2019-12-04 01:17,ap-northeast-1,ap-northeast-1c,0.068700
m5.2xlarge,2019-12-03 23:38,ap-northeast-1,ap-northeast-1c,0.146400
r3.xlarge,2019-12-03 19:43,ap-northeast-1,ap-northeast-1c,0.068800
r5d.xlarge,2019-12-03 13:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-03 11:46,ap-northeast-1,ap-northeast-1c,0.070800
m5.large,2019-12-03 04:39,ap-northeast-1,ap-northeast-1c,0.035100
m3.large,2019-12-03 02:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-12-03 23:38,ap-northeast-1,ap-northeast-1c,0.146400
r3.xlarge,2019-12-03 19:43,ap-northeast-1,ap-northeast-1c,0.068800
r5d.xlarge,2019-12-03 13:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-03 11:46,ap-northeast-1,ap-northeast-1c,0.070800
m5.2xlarge,2019-12-03 10:40,ap-northeast-1,ap-northeast-1c,0.146100
r3.xlarge,2019-12-03 07:11,ap-northeast-1,ap-northeast-1c,0.068900
r3.xlarge,2019-12-03 05:43,ap-northeast-1,ap-northeast-1c,0.069100
m5.large,2019-12-03 04:39,ap-northeast-1,ap-northeast-1c,0.035100
r5d.xlarge,2019-12-03 03:43,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-03 03:33,ap-northeast-1,ap-northeast-1c,0.146300
m3.large,2019-12-03 02:42,ap-northeast-1,ap-northeast-1c,0.031700
m5.xlarge,2019-12-03 00:04,ap-northeast-1,ap-northeast-1c,0.070900
m5.2xlarge,2019-12-02 22:40,ap-northeast-1,ap-northeast-1c,0.146700
m3.large,2019-12-02 22:25,ap-northeast-1,ap-northeast-1c,0.031700
r3.xlarge,2019-12-02 19:36,ap-northeast-1,ap-northeast-1c,0.069100
m5.xlarge,2019-12-02 12:22,ap-northeast-1,ap-northeast-1c,0.071000
m5.large,2019-12-02 04:39,ap-northeast-1,ap-northeast-1c,0.035100
r5d.xlarge,2019-12-02 03:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-02 22:40,ap-northeast-1,ap-northeast-1c,0.146700
m3.large,2019-12-02 22:25,ap-northeast-1,ap-northeast-1c,0.031700
r3.xlarge,2019-12-02 19:36,ap-northeast-1,ap-northeast-1c,0.069100
m5.2xlarge,2019-12-02 17:15,ap-northeast-1,ap-northeast-1c,0.147000
r3.xlarge,2019-12-02 13:37,ap-northeast-1,ap-northeast-1c,0.069200
m5.xlarge,2019-12-02 12:22,ap-northeast-1,ap-northeast-1c,0.071000
m5.2xlarge,2019-12-02 10:50,ap-northeast-1,ap-northeast-1c,0.147200
r3.xlarge,2019-12-02 07:20,ap-northeast-1,ap-northeast-1c,0.069000
m5.2xlarge,2019-12-02 04:42,ap-northeast-1,ap-northeast-1c,0.147400
m5.large,2019-12-02 04:39,ap-northeast-1,ap-northeast-1c,0.035100
r5d.xlarge,2019-12-02 03:42,ap-northeast-1,ap-northeast-1c,0.073200
m5.xlarge,2019-12-02 01:21,ap-northeast-1,ap-northeast-1c,0.071100
r3.xlarge,2019-12-02 00:56,ap-northeast-1,ap-northeast-1c,0.068900
r5d.xlarge,2019-12-02 00:44,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-01 23:07,ap-northeast-1,ap-northeast-1c,0.147300
m3.large,2019-12-01 22:25,ap-northeast-1,ap-northeast-1c,0.031700
m5.xlarge,2019-12-01 16:42,ap-northeast-1,ap-northeast-1c,0.071200
r3.xlarge,2019-12-01 13:30,ap-northeast-1,ap-northeast-1c,0.069000
m5.large,2019-12-01 04:39,ap-northeast-1,ap-northeast-1c,0.035100
r5d.xlarge,2019-12-01 00:43,ap-northeast-1,ap-northeast-1c,0.073200
m5.2xlarge,2019-12-01 23:07,ap-northeast-1,ap-northeast-1c,0.147300
m3.large,2019-12-01 22:25,ap-northeast-1,ap-northeast-1c,0.031700
m5.xlarge,2019-12-01 16:42,ap-northeast-1,ap-northeast-1c,0.071200
m5.2xlarge,2019-12-01 15:35,ap-northeast-1,ap-northeast-1c,0.147700
m5.2xlarge,2019-12-01 13:42,ap-northeast-1,ap-northeast-1c,0.148100
r3.xlarge,2019-12-01 13:30,ap-northeast-1,ap-northeast-1c,0.069000
m5.xlarge,2019-12-01 12:40,ap-northeast-1,ap-northeast-1c,0.071200
m5.2xlarge,2019-12-01 08:46,ap-northeast-1,ap-northeast-1c,0.148100
r3.xlarge,2019-12-01 08:29,ap-northeast-1,ap-northeast-1c,0.069100
m5.xlarge,2019-12-01 05:17,ap-northeast-1,ap-northeast-1c,0.071300
m5.large,2019-12-01 04:39,ap-northeast-1,ap-northeast-1c,0.035100
m5.2xlarge,2019-12-01 03:03,ap-northeast-1,ap-northeast-1c,0.148300
r5d.xlarge,2019-12-01 00:43,ap-northeast-1,ap-northeast-1c,0.073200
m3.large,2019-11-30 22:24,ap-northeast-1,ap-northeast-1c,0.031700
m5.2xlarge,2019-11-30 21:29,ap-northeast-1,ap-northeast-1c,0.148800
m5.xlarge,2019-11-30 17:43,ap-northeast-1,ap-northeast-1c,0.071400
r3.xlarge,2019-11-30 13:40,ap-northeast-1,ap-northeast-1c,0.069200
m5.large,2019-11-30 04:38,ap-northeast-1,ap-northeast-1c,0.035100
r5d.xlarge,2019-11-30 00:43,ap-northeast-1,ap-northeast-1c,0.073200
